id_viagem,id_veiculo,regiao,data_viagem,km_rodado,custo_combustivel,custo_pedagio,faturamento_viagem,custo_total,margem
VEI-022-202507-031,VEI-022,Sul,2025-07-21,268.7,478.44,75.59,2396.43,554.03,1842.3999999999999
VEI-022-202507-032,VEI-022,Sul,2025-07-20,321.5,535.05,75.84,3214.25,610.89,2603.36
VEI-022-202508-000,VEI-022,Sul,2025-08-09,331.8,578.9,98.45,4208.11,677.35,3530.7599999999998
VEI-022-202508-001,VEI-022,Sul,2025-08-16,372.9,662.26,93.68,4049.09,755.94,3293.15
VEI-022-202508-002,VEI-022,Sul,2025-08-27,465.5,904.99,144.85,4157.01,1049.84,3107.17
VEI-022-202508-003,VEI-022,Sul,2025-08-16,218.4,364.2,72.1,2121.85,436.29999999999995,1685.55
VEI-022-202508-004,VEI-022,Sul,2025-08-06,346.4,520.87,103.73,3803.59,624.6,3178.9900000000002
VEI-022-202508-005,VEI-022,Sul,2025-08-05,423.0,743.95,90.04,5232.18,833.99,4398.1900000000005
VEI-022-202508-006,VEI-022,Sul,2025-08-09,513.2,897.21,157.66,4592.77,1054.8700000000001,3537.9000000000005
VEI-022-202508-007,VEI-022,Sul,2025-08-22,459.5,908.56,76.36,3590.53,984.92,2605.61
VEI-022-202508-008,VEI-022,Sul,2025-08-25,474.2,926.64,157.8,4061.76,1084.44,2977.32
VEI-022-202508-009,VEI-022,Sul,2025-08-06,339.3,587.25,64.88,2438.08,652.13,1785.9499999999998
VEI-022-202508-010,VEI-022,Sul,2025-08-24,234.4,439.32,76.14,2887.09,515.46,2371.63
VEI-022-202508-011,VEI-022,Sul,2025-08-24,314.2,596.2,54.82,3238.06,651.0200000000001,2587.04
VEI-022-202508-012,VEI-022,Sul,2025-08-25,367.4,595.56,62.63,4549.98,658.1899999999999,3891.7899999999995
VEI-022-202508-013,VEI-022,Sul,2025-08-12,392.4,769.05,124.13,3522.96,893.18,2629.78
VEI-022-202508-014,VEI-022,Sul,2025-08-21,399.1,723.62,91.77,4047.11,815.39,3231.7200000000003
VEI-022-202508-015,VEI-022,Sul,2025-08-03,347.0,615.44,61.28,4646.13,676.72,3969.41
VEI-022-202508-016,VEI-022,Sul,2025-08-16,298.7,539.61,76.07,3451.89,615.6800000000001,2836.21
VEI-022-202508-017,VEI-022,Sul,2025-08-08,401.5,641.65,105.24,3479.61,746.89,2732.7200000000003
VEI-022-202508-018,VEI-022,Sul,2025-08-22,333.0,567.01,75.82,2611.29,642.8299999999999,1968.46
VEI-022-202508-019,VEI-022,Sul,2025-08-08,352.2,666.7,59.49,5099.88,726.19,4373.6900000000005
VEI-022-202508-020,VEI-022,Sul,2025-08-08,355.5,580.07,71.04,3876.16,651.11,3225.0499999999997
VEI-022-202508-021,VEI-022,Sul,2025-08-03,256.0,417.77,63.11,2032.61,480.88,1551.73
VEI-022-202508-022,VEI-022,Sul,2025-08-07,376.9,570.79,79.82,1692.92,650.6099999999999,1042.3100000000002
VEI-022-202508-023,VEI-022,Sul,2025-08-16,372.8,612.83,59.28,3656.64,672.11,2984.5299999999997
VEI-022-202508-024,VEI-022,Sul,2025-08-21,392.0,701.44,70.66,3426.1,772.1,2654.0
VEI-022-202508-025,VEI-022,Sul,2025-08-23,374.2,684.71,106.21,4353.13,790.9200000000001,3562.21
VEI-022-202508-026,VEI-022,Sul,2025-08-15,300.8,546.78,93.42,3390.55,640.1999999999999,2750.3500000000004
VEI-022-202508-027,VEI-022,Sul,2025-08-22,417.8,726.58,98.51,6231.27,825.09,5406.18
VEI-022-202508-028,VEI-022,Sul,2025-08-02,577.5,1000.89,193.67,6809.76,1194.56,5615.200000000001
VEI-022-202508-029,VEI-022,Sul,2025-08-13,364.9,556.9,121.08,3412.28,677.98,2734.3
VEI-022-202508-030,VEI-022,Sul,2025-08-12,284.5,494.22,57.68,1580.93,551.9,1029.0300000000002
VEI-022-202508-031,VEI-022,Sul,2025-08-15,168.8,290.13,35.1,1631.76,325.23,1306.53
VEI-022-202508-032,VEI-022,Sul,2025-08-22,389.2,677.61,85.02,3639.62,762.63,2876.99
VEI-022-202508-033,VEI-022,Sul,2025-08-23,377.1,608.19,126.51,3132.99,734.7,2398.29
VEI-022-202508-034,VEI-022,Sul,2025-08-10,228.0,417.57,73.73,2919.34,491.3,2428.04
VEI-022-202508-035,VEI-022,Sul,2025-08-07,302.1,442.26,56.52,3124.88,498.78,2626.1000000000004
VEI-022-202508-036,VEI-022,Sul,2025-08-16,398.3,690.14,119.91,2049.98,810.05,1239.93
VEI-022-202508-037,VEI-022,Sul,2025-08-04,360.2,633.08,78.11,4608.53,711.19,3897.3399999999997
VEI-022-202509-000,VEI-022,Sul,2025-09-13,353.5,655.48,75.7,3207.42,731.1800000000001,2476.24
VEI-022-202509-001,VEI-022,Sul,2025-09-14,588.0,1052.14,107.5,5635.05,1159.64,4475.41
VEI-022-202509-002,VEI-022,Sul,2025-09-13,220.3,340.96,62.44,1715.06,403.4,1311.6599999999999
VEI-022-202509-003,VEI-022,Sul,2025-09-13,305.6,488.77,57.5,4429.98,546.27,3883.7099999999996
VEI-022-202509-004,VEI-022,Sul,2025-09-24,409.3,732.94,119.62,6107.8,852.5600000000001,5255.24
VEI-022-202509-005,VEI-022,Sul,2025-09-19,399.4,732.72,130.99,3441.09,863.71,2577.38
VEI-022-202509-006,VEI-022,Sul,2025-09-02,274.1,481.59,92.42,2855.86,574.01,2281.8500000000004
VEI-022-202509-007,VEI-022,Sul,2025-09-11,354.2,653.64,115.48,3626.29,769.12,2857.17
VEI-022-202509-008,VEI-022,Sul,2025-09-14,398.3,670.59,87.61,5782.0,758.2,5023.8
VEI-022-202509-009,VEI-022,Sul,2025-09-12,320.7,506.08,84.29,3427.65,590.37,2837.28
VEI-022-202509-010,VEI-022,Sul,2025-09-17,411.5,739.17,113.92,5271.97,853.0899999999999,4418.88
VEI-022-202509-011,VEI-022,Sul,2025-09-15,313.8,538.53,74.22,2384.92,612.75,1772.17
VEI-022-202509-012,VEI-022,Sul,2025-09-11,368.8,598.6,86.01,2891.33,684.61,2206.72
VEI-022-202509-013,VEI-022,Sul,2025-09-02,297.3,537.61,45.86,2238.48,583.47,1655.01
VEI-022-202509-014,VEI-022,Sul,2025-09-07,325.8,610.97,64.27,4683.28,675.24,4008.04
VEI-022-202509-015,VEI-022,Sul,2025-09-02,327.1,567.61,63.77,2783.39,631.38,2152.0099999999998
VEI-022-202509-016,VEI-022,Sul,2025-09-10,375.4,780.3,91.6,2249.79,871.9,1377.8899999999999
VEI-022-202509-017,VEI-022,Sul,2025-09-24,338.9,500.92,90.89,4217.74,591.8100000000001,3625.93
VEI-022-202509-018,VEI-022,Sul,2025-09-15,463.0,770.02,95.46,4516.1,865.48,3650.6200000000003
VEI-022-202509-019,VEI-022,Sul,2025-09-25,398.8,642.02,61.09,4028.22,703.11,3325.1099999999997
VEI-022-202509-020,VEI-022,Sul,2025-09-23,558.5,1042.16,148.53,6054.18,1190.69,4863.49
VEI-022-202509-021,VEI-022,Sul,2025-09-06,339.9,540.96,100.93,4428.59,641.8900000000001,3786.7
VEI-022-202509-022,VEI-022,Sul,2025-09-15,451.8,839.32,78.6,6230.17,917.9200000000001,5312.25
VEI-022-202509-023,VEI-022,Sul,2025-09-22,257.8,391.16,44.96,2942.27,436.12,2506.15
VEI-022-202509-024,VEI-022,Sul,2025-09-13,316.8,602.56,53.26,1988.01,655.8199999999999,1332.19
VEI-022-202509-025,VEI-022,Sul,2025-09-09,415.5,737.4,103.88,4914.5,841.28,4073.2200000000003
VEI-022-202509-026,VEI-022,Sul,2025-09-27,442.4,737.8,92.16,4560.55,829.9599999999999,3730.59
VEI-022-202509-027,VEI-022,Sul,2025-09-19,314.9,505.53,60.13,2573.38,565.66,2007.7200000000003
VEI-022-202509-028,VEI-022,Sul,2025-09-23,420.3,695.74,135.35,3204.59,831.09,2373.5
VEI-022-202509-029,VEI-022,Sul,2025-09-24,421.9,714.1,108.46,5029.55,822.5600000000001,4206.99
VEI-022-202509-030,VEI-022,Sul,2025-09-16,360.4,592.3,73.66,3666.05,665.9599999999999,3000.09
VEI-022-202509-031,VEI-022,Sul,2025-09-14,328.0,558.07,56.13,2275.28,614.2,1661.0800000000002
VEI-022-202509-032,VEI-022,Sul,2025-09-19,364.3,760.98,103.08,5173.28,864.0600000000001,4309.219999999999
VEI-022-202509-033,VEI-022,Sul,2025-09-06,404.0,623.0,134.04,3085.02,757.04,2327.98
VEI-022-202509-034,VEI-022,Sul,2025-09-21,302.1,518.41,89.41,2434.51,607.8199999999999,1826.6900000000003
VEI-022-202510-000,VEI-022,Sul,2025-10-02,400.0,696.81,136.93,2644.85,833.74,1811.11
VEI-022-202510-001,VEI-022,Sul,2025-10-15,270.1,466.7,70.6,1847.26,537.3,1309.96
VEI-022-202510-002,VEI-022,Sul,2025-10-06,507.6,875.24,170.75,5074.67,1045.99,4028.6800000000003
VEI-022-202510-003,VEI-022,Sul,2025-10-10,339.0,593.24,107.34,2708.66,700.58,2008.08
VEI-022-202510-004,VEI-022,Sul,2025-10-20,267.7,432.51,59.82,2124.29,492.33,1631.96
VEI-022-202510-005,VEI-022,Sul,2025-10-26,281.3,454.54,68.27,2031.68,522.8100000000001,1508.87
VEI-022-202510-006,VEI-022,Sul,2025-10-16,378.9,674.14,82.34,3284.51,756.48,2528.03
VEI-022-202510-007,VEI-022,Sul,2025-10-10,291.8,482.46,59.92,2121.49,542.38,1579.1099999999997
VEI-022-202510-008,VEI-022,Sul,2025-10-07,376.0,599.04,70.77,3941.92,669.81,3272.11
VEI-022-202510-009,VEI-022,Sul,2025-10-04,198.4,345.13,39.48,2107.94,384.61,1723.33
VEI-022-202510-010,VEI-022,Sul,2025-10-25,412.8,676.13,82.16,4895.96,758.29,4137.67
VEI-022-202510-011,VEI-022,Sul,2025-10-08,348.8,655.01,73.68,3564.71,728.69,2836.02
VEI-022-202510-012,VEI-022,Sul,2025-10-16,429.1,784.89,83.5,4833.51,868.39,3965.1200000000003
VEI-022-202510-013,VEI-022,Sul,2025-10-13,304.5,530.57,102.15,2942.29,632.72,2309.5699999999997
VEI-022-202510-014,VEI-022,Sul,2025-10-18,264.4,435.08,42.77,3452.18,477.84999999999997,2974.33
VEI-022-202510-015,VEI-022,Sul,2025-10-07,422.1,790.92,88.84,4321.45,879.76,3441.6899999999996
VEI-022-202510-016,VEI-022,Sul,2025-10-26,231.4,426.77,51.64,2403.07,478.40999999999997,1924.6600000000003
VEI-022-202510-017,VEI-022,Sul,2025-10-07,416.3,674.57,115.25,2097.89,789.82,1308.0699999999997
VEI-022-202510-018,VEI-022,Sul,2025-10-02,354.5,606.85,59.5,3768.91,666.35,3102.56
VEI-022-202510-019,VEI-022,Sul,2025-10-02,192.6,285.03,53.73,1587.94,338.76,1249.18
VEI-022-202510-020,VEI-022,Sul,2025-10-08,398.9,632.86,104.89,4283.11,737.75,3545.3599999999997
VEI-022-202510-021,VEI-022,Sul,2025-10-09,540.8,922.77,171.76,6846.94,1094.53,5752.41
VEI-022-202510-022,VEI-022,Sul,2025-10-19,251.0,430.4,59.69,3433.95,490.09,2943.8599999999997
VEI-022-202510-023,VEI-022,Sul,2025-10-25,131.8,190.47,29.33,1497.63,219.8,1277.8300000000002
VEI-022-202510-024,VEI-022,Sul,2025-10-23,366.2,609.73,60.63,2919.71,670.36,2249.35
VEI-022-202510-025,VEI-022,Sul,2025-10-06,362.6,685.95,124.03,2890.77,809.98,2080.79
VEI-022-202510-026,VEI-022,Sul,2025-10-02,255.9,436.05,47.57,2104.33,483.62,1620.71
VEI-022-202510-027,VEI-022,Sul,2025-10-05,234.3,417.21,42.84,2533.51,460.04999999999995,2073.46
VEI-022-202510-028,VEI-022,Sul,2025-10-27,379.4,666.81,120.7,3833.11,787.51,3045.6000000000004
VEI-022-202510-029,VEI-022,Sul,2025-10-03,383.4,638.91,67.28,3682.25,706.1899999999999,2976.06
VEI-022-202510-030,VEI-022,Sul,2025-10-06,307.6,469.33,66.36,3379.76,535.6899999999999,2844.07
VEI-022-202510-031,VEI-022,Sul,2025-10-11,550.0,935.31,101.63,4754.35,1036.94,3717.4100000000003
VEI-022-202510-032,VEI-022,Sul,2025-10-11,460.4,794.13,86.65,5197.99,880.78,4317.21
VEI-022-202510-033,VEI-022,Sul,2025-10-26,259.1,422.98,72.28,3343.63,495.26,2848.37
VEI-022-202510-034,VEI-022,Sul,2025-10-01,534.9,894.66,90.72,6516.42,985.38,5531.04
VEI-022-202510-035,VEI-022,Sul,2025-10-03,308.5,490.25,88.26,3018.78,578.51,2440.2700000000004
VEI-022-202511-000,VEI-022,Sul,2025-11-16,367.5,639.74,76.5,3560.71,716.24,2844.4700000000003
VEI-022-202511-001,VEI-022,Sul,2025-11-18,436.0,703.74,141.59,6021.95,845.33,5176.62
VEI-022-202511-002,VEI-022,Sul,2025-11-01,384.2,680.33,110.92,2407.44,791.25,1616.19
VEI-022-202511-003,VEI-022,Sul,2025-11-25,375.4,634.13,86.23,4639.26,720.36,3918.9
VEI-022-202511-004,VEI-022,Sul,2025-11-20,318.9,541.48,70.93,3706.15,612.4100000000001,3093.74
VEI-022-202511-005,VEI-022,Sul,2025-11-15,345.1,558.72,110.3,4213.53,669.02,3544.5099999999998
VEI-022-202511-006,VEI-022,Sul,2025-11-23,367.6,607.33,121.98,3359.05,729.3100000000001,2629.7400000000002
VEI-022-202511-007,VEI-022,Sul,2025-11-26,470.7,792.21,90.85,4108.27,883.0600000000001,3225.2100000000005
VEI-022-202511-008,VEI-022,Sul,2025-11-20,304.7,546.04,76.5,2860.75,622.54,2238.21
VEI-022-202511-009,VEI-022,Sul,2025-11-15,278.6,506.55,67.03,1694.78,573.58,1121.1999999999998
VEI-022-202511-010,VEI-022,Sul,2025-11-23,341.1,599.77,92.57,3492.61,692.3399999999999,2800.2700000000004
VEI-022-202511-011,VEI-022,Sul,2025-11-13,268.5,485.7,87.44,3160.12,573.14,2586.98
VEI-022-202511-012,VEI-022,Sul,2025-11-07,507.1,850.61,110.74,4940.7,961.35,3979.35
VEI-022-202511-013,VEI-022,Sul,2025-11-09,317.8,527.55,69.56,3348.86,597.1099999999999,2751.75
VEI-022-202511-014,VEI-022,Sul,2025-11-24,488.4,857.8,170.62,2186.68,1028.42,1158.2599999999998
VEI-022-202511-015,VEI-022,Sul,2025-11-10,264.4,456.15,61.33,2909.37,517.48,2391.89
VEI-022-202511-016,VEI-022,Sul,2025-11-24,386.2,717.64,113.17,2023.78,830.81,1192.97
VEI-022-202511-017,VEI-022,Sul,2025-11-04,141.2,263.37,37.04,1303.16,300.41,1002.75
VEI-022-202511-018,VEI-022,Sul,2025-11-16,535.9,919.25,100.21,4829.66,1019.46,3810.2
VEI-022-202511-019,VEI-022,Sul,2025-11-03,241.0,435.28,69.11,2112.14,504.39,1607.75
VEI-022-202511-020,VEI-022,Sul,2025-11-03,302.3,540.02,53.2,2408.15,593.22,1814.93
VEI-022-202511-021,VEI-022,Sul,2025-11-25,362.9,575.11,87.84,4524.48,662.95,3861.5299999999997
VEI-022-202511-022,VEI-022,Sul,2025-11-10,316.1,564.16,71.74,4721.26,635.9,4085.36
VEI-022-202511-023,VEI-022,Sul,2025-11-19,375.8,582.04,60.36,2492.27,642.4,1849.87
VEI-022-202511-024,VEI-022,Sul,2025-11-01,219.9,371.04,67.23,1349.12,438.27000000000004,910.8499999999999
VEI-022-202511-025,VEI-022,Sul,2025-11-09,143.9,251.59,27.03,1593.86,278.62,1315.2399999999998
VEI-022-202511-026,VEI-022,Sul,2025-11-21,534.0,974.61,150.26,4687.3,1124.87,3562.4300000000003
VEI-022-202511-027,VEI-022,Sul,2025-11-07,399.1,628.22,113.1,4907.17,741.32,4165.85
VEI-022-202511-028,VEI-022,Sul,2025-11-23,326.1,553.04,52.83,3662.79,605.87,3056.92
VEI-022-202511-029,VEI-022,Sul,2025-11-15,458.1,758.5,101.47,4890.18,859.97,4030.21
VEI-022-202511-030,VEI-022,Sul,2025-11-05,353.1,599.22,115.45,3565.19,714.6700000000001,2850.52
VEI-022-202511-031,VEI-022,Sul,2025-11-08,324.3,534.03,81.2,2547.03,615.23,1931.8000000000002
VEI-022-202511-032,VEI-022,Sul,2025-11-01,313.1,510.8,72.89,3608.1,583.69,3024.41
VEI-022-202512-000,VEI-022,Sul,2025-12-14,492.3,813.71,125.72,4256.41,939.4300000000001,3316.9799999999996
VEI-022-202512-001,VEI-022,Sul,2025-12-16,229.7,409.56,69.76,2770.85,479.32,2291.5299999999997
VEI-022-202512-002,VEI-022,Sul,2025-12-06,333.3,493.54,99.84,4018.77,593.38,3425.39
VEI-022-202512-003,VEI-022,Sul,2025-12-10,423.6,697.8,145.27,5835.1,843.0699999999999,4992.030000000001
VEI-022-202512-004,VEI-022,Sul,2025-12-04,445.0,740.96,128.51,4767.37,869.47,3897.8999999999996
VEI-022-202512-005,VEI-022,Sul,2025-12-27,375.1,612.86,125.72,4863.77,738.58,4125.1900000000005
VEI-022-202512-006,VEI-022,Sul,2025-12-26,494.0,965.93,163.66,4627.89,1129.59,3498.3
VEI-022-202512-007,VEI-022,Sul,2025-12-05,375.3,657.83,102.71,3195.96,760.5400000000001,2435.42
VEI-022-202512-008,VEI-022,Sul,2025-12-01,488.2,836.8,157.68,5224.93,994.48,4230.450000000001
VEI-022-202512-009,VEI-022,Sul,2025-12-15,283.1,497.98,68.39,3416.35,566.37,2849.98
VEI-022-202512-010,VEI-022,Sul,2025-12-15,397.4,716.08,109.3,3890.13,825.38,3064.75
VEI-022-202512-011,VEI-022,Sul,2025-12-22,389.7,631.75,95.52,4103.1,727.27,3375.8300000000004
VEI-022-202512-012,VEI-022,Sul,2025-12-16,333.3,566.95,62.67,3708.98,629.62,3079.36
VEI-022-202512-013,VEI-022,Sul,2025-12-20,235.7,410.65,38.62,2095.56,449.27,1646.29
VEI-022-202512-014,VEI-022,Sul,2025-12-12,352.7,552.09,97.51,2666.54,649.6,2016.94
VEI-022-202512-015,VEI-022,Sul,2025-12-24,155.6,265.19,31.82,1128.6,297.01,831.5899999999999
VEI-022-202512-016,VEI-022,Sul,2025-12-24,234.2,437.51,53.3,1580.42,490.81,1089.6100000000001
VEI-022-202512-017,VEI-022,Sul,2025-12-21,373.7,652.22,56.72,3766.32,708.94,3057.38
VEI-022-202512-018,VEI-022,Sul,2025-12-13,269.9,429.57,83.17,2466.03,512.74,1953.2900000000002
VEI-022-202512-019,VEI-022,Sul,2025-12-15,162.1,291.71,41.37,1877.84,333.08,1544.76
VEI-022-202512-020,VEI-022,Sul,2025-12-02,155.1,251.38,27.89,1692.15,279.27,1412.88
VEI-023-202501-000,VEI-023,Sudeste,2025-01-04,388.4,656.96,85.34,5491.84,742.3000000000001,4749.54
VEI-023-202501-001,VEI-023,Sudeste,2025-01-07,282.0,454.53,83.22,3933.03,537.75,3395.28
VEI-023-202501-002,VEI-023,Sudeste,2025-01-02,363.2,592.01,111.54,3756.1,703.55,3052.55
VEI-023-202501-003,VEI-023,Sudeste,2025-01-14,397.2,649.1,73.67,2549.98,722.77,1827.21
VEI-023-202501-004,VEI-023,Sudeste,2025-01-23,363.9,629.45,118.5,4424.79,747.95,3676.84
VEI-023-202501-005,VEI-023,Sudeste,2025-01-26,404.2,828.02,76.76,4438.18,904.78,3533.4000000000005
VEI-023-202501-006,VEI-023,Sudeste,2025-01-09,424.3,728.38,104.81,4766.37,833.19,3933.18
VEI-023-202501-007,VEI-023,Sudeste,2025-01-20,248.0,438.46,71.27,1978.29,509.72999999999996,1468.56
VEI-023-202501-008,VEI-023,Sudeste,2025-01-05,321.2,583.99,60.48,3677.21,644.47,3032.74
VEI-023-202501-009,VEI-023,Sudeste,2025-01-25,337.1,607.44,99.28,3482.32,706.72,2775.6000000000004
VEI-023-202501-010,VEI-023,Sudeste,2025-01-25,308.0,504.65,55.84,3450.45,560.49,2889.96
VEI-023-202501-011,VEI-023,Sudeste,2025-01-12,372.2,744.28,122.64,4373.48,866.92,3506.5599999999995
VEI-023-202501-012,VEI-023,Sudeste,2025-01-25,333.8,553.01,53.11,4232.67,606.12,3626.55
VEI-023-202501-013,VEI-023,Sudeste,2025-01-24,323.1,564.45,55.7,2901.34,620.1500000000001,2281.19
VEI-023-202501-014,VEI-023,Sudeste,2025-01-03,481.4,857.66,167.88,6088.85,1025.54,5063.31
VEI-023-202501-015,VEI-023,Sudeste,2025-01-09,394.5,653.07,124.73,3504.53,777.8000000000001,2726.73
VEI-023-202501-016,VEI-023,Sudeste,2025-01-23,421.9,747.85,104.39,5815.45,852.24,4963.21
VEI-023-202501-017,VEI-023,Sudeste,2025-01-15,423.8,703.43,86.59,5049.34,790.02,4259.32
VEI-023-202501-018,VEI-023,Sudeste,2025-01-03,349.5,557.6,58.09,3961.2,615.69,3345.5099999999998
VEI-023-202501-019,VEI-023,Sudeste,2025-01-15,333.2,608.72,55.2,4037.17,663.9200000000001,3373.25
VEI-023-202501-020,VEI-023,Sudeste,2025-01-14,365.2,661.75,58.44,4448.46,720.19,3728.27
VEI-023-202501-021,VEI-023,Sudeste,2025-01-18,241.3,397.33,39.67,2355.45,437.0,1918.4499999999998
VEI-023-202501-022,VEI-023,Sudeste,2025-01-22,383.8,603.15,111.37,4602.53,714.52,3888.0099999999998
VEI-023-202501-023,VEI-023,Sudeste,2025-01-05,389.8,675.48,120.54,3767.16,796.02,2971.14
VEI-023-202501-024,VEI-023,Sudeste,2025-01-11,462.0,863.97,150.23,5189.78,1014.2,4175.58
VEI-023-202501-025,VEI-023,Sudeste,2025-01-13,364.6,627.98,116.11,4181.42,744.09,3437.33
VEI-023-202501-026,VEI-023,Sudeste,2025-01-25,317.0,514.94,56.52,2776.87,571.46,2205.41
VEI-023-202502-000,VEI-023,Sudeste,2025-02-23,228.5,407.88,62.9,2103.16,470.78,1632.3799999999999
VEI-023-202502-001,VEI-023,Sudeste,2025-02-27,286.8,470.49,47.76,1708.42,518.25,1190.17
VEI-023-202502-002,VEI-023,Sudeste,2025-02-06,347.1,674.01,53.11,4279.98,727.12,3552.8599999999997
VEI-023-202502-003,VEI-023,Sudeste,2025-02-04,251.7,438.71,73.69,2331.47,512.4,1819.0699999999997
VEI-023-202502-004,VEI-023,Sudeste,2025-02-16,171.7,297.05,26.58,1634.46,323.63,1310.83
VEI-023-202502-005,VEI-023,Sudeste,2025-02-23,284.1,461.92,78.77,3189.32,540.69,2648.63
VEI-023-202502-006,VEI-023,Sudeste,2025-02-22,99.3,169.1,31.58,728.79,200.68,528.1099999999999
VEI-023-202502-007,VEI-023,Sudeste,2025-02-15,306.0,599.54,75.67,3555.57,675.2099999999999,2880.36
VEI-023-202502-008,VEI-023,Sudeste,2025-02-21,195.4,318.88,54.41,1281.15,373.28999999999996,907.8600000000001
VEI-023-202502-009,VEI-023,Sudeste,2025-02-02,209.9,410.48,71.85,2991.37,482.33000000000004,2509.04
VEI-023-202502-010,VEI-023,Sudeste,2025-02-17,430.1,735.15,114.68,6263.38,849.8299999999999,5413.55
VEI-023-202502-011,VEI-023,Sudeste,2025-02-13,346.5,587.26,111.03,3896.65,698.29,3198.36
VEI-023-202502-012,VEI-023,Sudeste,2025-02-16,326.7,483.18,62.07,2758.44,545.25,2213.19
VEI-023-202502-013,VEI-023,Sudeste,2025-02-12,259.9,445.56,54.82,2681.12,500.38,2180.74
VEI-023-202502-014,VEI-023,Sudeste,2025-02-02,376.3,633.2,119.57,5178.38,752.77,4425.610000000001
VEI-023-202502-015,VEI-023,Sudeste,2025-02-16,459.4,721.6,130.47,5144.25,852.07,4292.18
VEI-023-202502-016,VEI-023,Sudeste,2025-02-26,422.0,774.61,78.47,5853.51,853.08,5000.43
VEI-023-202502-017,VEI-023,Sudeste,2025-02-10,383.7,721.37,100.18,3316.85,821.55,2495.3
VEI-023-202502-018,VEI-023,Sudeste,2025-02-05,321.0,540.27,50.1,2199.17,590.37,1608.8000000000002
VEI-023-202502-019,VEI-023,Sudeste,2025-02-09,286.2,477.78,66.84,1835.37,544.62,1290.75
VEI-023-202502-020,VEI-023,Sudeste,2025-02-07,400.0,693.87,139.32,2724.82,833.19,1891.63
VEI-023-202502-021,VEI-023,Sudeste,2025-02-23,272.7,489.11,45.86,3022.56,534.97,2487.59
VEI-023-202502-022,VEI-023,Sudeste,2025-02-19,355.8,633.12,95.37,4168.79,728.49,3440.3
VEI-023-202502-023,VEI-023,Sudeste,2025-02-09,316.7,583.7,77.36,2862.98,661.0600000000001,2201.92
VEI-023-202502-024,VEI-023,Sudeste,2025-02-13,383.2,580.27,58.66,2870.36,638.93,2231.4300000000003
VEI-023-202502-025,VEI-023,Sudeste,2025-02-20,391.9,696.8,132.59,4803.64,829.39,3974.2500000000005
VEI-023-202502-026,VEI-023,Sudeste,2025-02-20,326.4,560.97,78.17,3808.87,639.14,3169.73
VEI-023-202502-027,VEI-023,Sudeste,2025-02-03,401.1,586.45,80.8,4084.97,667.25,3417.72
VEI-023-202502-028,VEI-023,Sudeste,2025-02-02,293.4,553.27,96.5,2225.4,649.77,1575.63
VEI-023-202502-029,VEI-023,Sudeste,2025-02-15,317.0,491.27,69.82,2762.44,561.0899999999999,2201.3500000000004
VEI-023-202502-030,VEI-023,Sudeste,2025-02-04,488.8,829.63,106.07,5428.19,935.7,4492.49
VEI-023-202502-031,VEI-023,Sudeste,2025-02-01,339.4,561.54,67.31,3137.35,628.8499999999999,2508.5
VEI-023-202502-032,VEI-023,Sudeste,2025-02-13,293.1,535.41,74.34,4380.53,609.75,3770.7799999999997
VEI-023-202502-033,VEI-023,Sudeste,2025-02-04,253.2,442.27,72.93,2507.94,515.2,1992.74
VEI-023-202502-034,VEI-023,Sudeste,2025-02-11,306.4,481.66,102.34,2450.79,584.0,1866.79
VEI-023-202502-035,VEI-023,Sudeste,2025-02-26,263.0,452.55,58.75,2585.14,511.3,2073.8399999999997
VEI-023-202502-036,VEI-023,Sudeste,2025-02-23,520.9,870.6,105.29,3944.72,975.89,2968.83
VEI-023-202503-000,VEI-023,Sudeste,2025-03-22,316.4,525.6,109.72,2730.49,635.32,2095.1699999999996
VEI-023-202503-001,VEI-023,Sudeste,2025-03-11,335.6,581.03,92.91,3928.29,673.9399999999999,3254.35
VEI-023-202503-002,VEI-023,Sudeste,2025-03-02,427.8,776.94,132.55,4904.08,909.49,3994.59
VEI-023-202503-003,VEI-023,Sudeste,2025-03-15,471.1,896.32,81.59,5321.55,977.9100000000001,4343.64
VEI-023-202503-004,VEI-023,Sudeste,2025-03-22,390.8,592.79,89.98,3073.71,682.77,2390.94
VEI-023-202503-005,VEI-023,Sudeste,2025-03-23,398.7,608.88,114.65,3688.21,723.53,2964.6800000000003
VEI-023-202503-006,VEI-023,Sudeste,2025-03-23,278.6,408.06,63.28,2330.97,471.34000000000003,1859.6299999999997
VEI-023-202503-007,VEI-023,Sudeste,2025-03-22,529.2,980.47,157.97,5227.15,1138.44,4088.7099999999996
VEI-023-202503-008,VEI-023,Sudeste,2025-03-03,192.0,343.94,65.95,2156.75,409.89,1746.8600000000001
VEI-023-202503-009,VEI-023,Sudeste,2025-03-02,356.3,558.47,90.93,2465.14,649.4000000000001,1815.7399999999998
VEI-023-202503-010,VEI-023,Sudeste,2025-03-27,293.2,473.05,48.43,2548.47,521.48,2026.9899999999998
VEI-023-202503-011,VEI-023,Sudeste,2025-03-16,238.2,432.53,45.54,2099.89,478.07,1621.82
VEI-023-202503-012,VEI-023,Sudeste,2025-03-04,357.1,598.95,58.4,4339.48,657.35,3682.1299999999997
VEI-023-202503-013,VEI-023,Sudeste,2025-03-08,449.4,710.6,100.27,5751.0,810.87,4940.13
VEI-023-202503-014,VEI-023,Sudeste,2025-03-20,301.3,585.33,101.53,3535.92,686.86,2849.06
